aspect_ratio,compactness,extent,solidity,border_irregularity,equiv_diameter,ellipse_ratio,lesion_area,perimeter,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,filename
0.6515151515151515,0.4164809055175789,0.4356941508104299,0.8647609056735729,1.0368597578466496,79.35642877713258,2.8996510110490283,4946.0,386.30865693092346,0.5635063423967801,1.515242678130042,1.884136346119021,2.638866887438772,4.983331966699616,3.5888346769013326,5.149449835152903,data/HAM10000_images_part_2/ISIC_0030858.jpg
1.399002493765586,0.13921814736917845,0.3600046230235463,0.5786335625614004,1.8079853288583838,321.11656919172924,1.4448271258892702,80987.0,2703.738360285759,0.7196531751705861,2.2960026327225664,3.019470596662193,4.205329771365039,8.401548361446654,5.455076621218301,-7.829289498976262,data/HAM10000_images_part_2/ISIC_0030680.jpg
1.0670731707317074,0.694008332418437,0.7085017421602787,0.9247561225185893,1.1255956414820945,160.903862298718,1.206129445748682,20334.0,606.7838305234909,0.7838483062868574,2.9701222751340954,5.395445090163586,6.583890322412016,-9.998847028226864,-8.09285804110905,9.999901488513798,data/HAM10000_images_part_2/ISIC_0033389.jpg
0.7303370786516854,0.6643083661642597,0.6235762988571978,0.9518455539593655,1.0985203982611698,203.31657994158806,1.8199719895600177,32466.5,783.6782748699188,0.7214105164567401,1.9948764888751904,3.8086431429490366,4.85801105108485,9.269819600815872,6.2258417129226595,-9.242344134689443,data/HAM10000_images_part_2/ISIC_0032097.jpg
1.3333333333333333,0.28488783630496006,0.7334111111111111,0.7953129706608831,1.4884155381378212,502.12365796485,1.7126819068880217,198021.0,2955.449910759926,0.6984105863656471,2.7437475522107473,3.051525803392226,3.4115162129178103,6.659140339628097,4.810323306389296,7.2126965043650015,data/HAM10000_images_part_2/ISIC_0032929.jpg
1.8194444444444444,0.6690876827237384,0.7366544741306191,0.9396341875718439,1.0972961837335844,188.1130246608459,1.9175334059313727,27792.5,722.4823163747787,0.7086155377849936,1.9088567427904457,4.175428141700568,5.035731804977383,9.59511931045693,6.305985797358052,9.57083422030628,data/HAM10000_images_part_2/ISIC_0032083.jpg
0.7666666666666667,0.15104199645284502,0.3053268921095008,0.4551254662678886,1.417244671798216,245.6707164062013,1.199874779582306,47402.0,1985.8864212036133,0.30210897042853124,0.8606919161476431,1.188938152578041,1.877111395955598,4.064667757945947,2.9328551400296514,-3.4210648771884675,data/HAM10000_images_part_2/ISIC_0030694.jpg
0.8429319371727748,0.8539501156761975,0.7592598614679198,0.9863546111275401,1.0576253532941544,172.41692750561523,1.2701697150550286,23348.0,586.1564165353775,0.785482337854687,2.853809153372713,4.7202114110182,6.60019728670181,-9.997680153802992,-8.025259524028188,-9.99948251216816,data/HAM10000_images_part_2/ISIC_0030864.jpg
2.4691358024691357,0.11219359157951726,0.2622873799725652,0.3573521097805417,1.3481320183186631,220.65944360029036,2.6549906514026937,38241.5,2069.6092936992645,-0.07675398549436555,-0.05646321835504206,0.1524419684888583,0.32713639834932434,0.5694412509157535,0.3142884895416248,1.5362325974240203,data/HAM10000_images_part_2/ISIC_0032915.jpg
1.6923076923076923,0.5692460386695001,0.6156735826157314,0.8826746209296545,1.1147544222782373,164.70471074054737,1.719992278634947,21306.0,685.8132710456848,0.6828955987118636,1.907792401095361,2.9697166959525676,4.234497989502695,7.954535693764193,5.979227911413832,-8.015617945052837,data/HAM10000_images_part_2/ISIC_0032901.jpg
0.9648711943793911,0.21697495790945198,0.5894534003319615,0.7738355975269856,1.86103777213774,363.36437297772,1.0617394117023722,103699.0,2450.684532880783,0.6994624270796139,3.625551094037274,3.4787933874902555,3.746131360194283,-7.447336986969447,-5.581527593316288,-7.591674439267177,data/HAM10000_images_part_2/ISIC_0030870.jpg
1.0819672131147542,0.662133029407169,0.661140089418778,0.9276915536677014,1.1613935485042381,232.86203153623202,1.0476892572675236,42588.0,899.0336110591888,0.793775292217716,4.465178443630409,4.852708051061485,6.9614556183524385,9.999627858641949,-9.553866022716992,-9.999546388707172,data/HAM10000_images_part_2/ISIC_0032054.jpg
1.3066666666666666,0.05012863537513245,0.41592025699168556,0.4842932801158229,2.8210850247401917,374.3303287164513,1.4831484488114204,110052.5,5252.450245857239,0.6415170866069904,2.374664132389093,3.1562317076992015,5.1640162961447835,-9.241156206584932,6.376809319607959,-9.94832740067027,data/HAM10000_images_part_2/ISIC_0030643.jpg
0.8188405797101449,0.5863977745223794,0.6498893805309734,0.910136955545577,1.1691832750349285,227.18703317905639,1.570029020598381,40537.5,932.0458050966263,0.7476007665664098,2.31928412515881,3.3035779901196434,4.772659939170872,-9.033088807731662,-6.085615839974047,8.851869205968294,data/HAM10000_images_part_2/ISIC_0029312.jpg
1.3333333333333333,0.06009998561777974,0.5619222222222222,0.5641139092251005,2.687178124794523,439.51635974975284,1.197809930239671,151719.0,5632.325349569321,0.45074988965517665,1.7710828127871887,3.1902840665597854,2.9900039721614737,-6.102717667945212,-3.898835578361052,6.5822828633020665,data/HAM10000_images_part_2/ISIC_0029474.jpg
1.6407766990291262,0.5612900164792889,0.6550238409835124,0.8519127316198446,1.1379396488340885,120.48849442610828,1.7878356675286284,11402.0,505.2447291612625,0.7106573414934753,1.9908302189019444,3.4816302737372697,4.399643690005556,8.474845484466405,5.73906596989357,-8.48030063100401,data/HAM10000_images_part_2/ISIC_0030125.jpg
1.4256198347107438,0.374210253491049,0.4690441969098096,0.813057334759003,1.2576254839934502,223.29508994064636,2.874503501845988,39160.5,1146.7564843893051,0.5523838584882484,1.3152725810586814,2.8764499481595722,3.347362148088923,6.462717454599079,4.034417304222506,-7.35180588080854,data/HAM10000_images_part_2/ISIC_0032732.jpg
